word,synonyms,sentence
extemporize,,
extenuate,,"Nothing can extenuate his guilt.
他的罪无法减轻。"
exterminate,,"Some people exterminate garden insects by spraying poison on the plants.
有些人在植物上喷撒毒剂以杀死花园
内的昆虫。"
extinct,,
extinguish,douse,"The message extinguished her hope
s of Richard's return.
那条消息使她对理查德归来的希望彻
底破灭。"
extol,applaud,"They kept extolling my managerial s kills.
他们不停地赞美我的管理技能 。"
extort,,
extract,,
extraneous,irrelevant,"We ought not to bring in extraneous matters in trying to find a basis for a settlement.
我们努力寻求解决问题的基础时 ，不
应该牵扯进无关的事情 。"
extrapolate,,"We have extrapolated these results
from research done in other countries.
我们从其他国家所作的研究中推断出
这些结果。"
extravagant,,"Baking a whole cheese in pastry ma
y seem extravagant.
烤点心时加一整块奶酪似乎太奢侈了
。"
extricate,,
exuberant,,"She gave
an exuberant performance.
她的表演热情洋溢。"
exude,,"Nearby was a factory which exuded a pungent smell.
附近是一家散发出一种刺鼻气味的工厂。"
exult,,
fable,,
fabricate,,"The evidence was totally fabricated.
这个证据纯属伪造。"
fabulous,,"The scenery and weather were
fabulous.
景色和天气都好极了 。"
facetious,,"Some people are inherent and serious, have a few people additionally inherent facetious.
有些人天生严肃，另有一些人天生爱
开玩笑。"
facile,,"The explanation is too facile for such a complex phenomenon.
这种解释对于这样复杂的情况来说过
于肤浅了。"
facilitate,further,"Friendly contacts between different
peoples facilitate the cultural and economic interchange.
各国人民的友好接触促进文化和经济
交流。"
faction,,
fad,,"Rap music proved to be more than just a passing fad.
事实证明，说唱音乐并不是昙花一现
。"
fail-safe,,
fallacious,,"Their main argument is fallacious.
他们的主要论点是错误的"
fallible,,
fallow,,
falsehood,,
falter,,"The economy shows no signs of faltering.
经济没有衰退的迹象 。"
fanatic,,"I am not a religious fanatic but I am
a Christian.
我不是宗教狂热分子 ，但我是基督徒
。"
fanciful,,"The Moon Maiden is one of a
number of fanciful lunar inhabitants.
嫦娥是人们臆造出来的诸多月球居住
者之一。"
fantasy,,
far-fetched,,"The storyline was too far-fetched
and none of the actors was particularly good.
故事情节太离谱，演员表演也没有出
彩的。"
farce,,
fascinate,,"A new generation of scientists beca
me fascinated by dinosaurs.
新一代科学家对恐龙研究着了迷 。"
fast,,
fastidious,,"He was fastidious about his appearance.
他非常讲究仪表。"
fateful,,
fathom,,"It is hard to fathom the pain felt at
the death of a child.
丧子之痛是难以体会的 。"
fatigue,,"Winter weather can leave you
feeling fatigued and tired.
冬季会让人感觉疲乏无力 。"
fatuous,,"Why did the fatuous King send Qu Yuan into exile?
昏庸的楚王为什么把屈原流放了 ?"
faultfinder,,
favorable,auspicious,"We could have done better under
more favorable conditions.
在更有利的条件下我们还可以做得更
好。"
favoritism,,
fawn,,"People fawn over you when you're
famous.
你出了名，大家就会来讨好你。"
faze,,
featureless,,
feckless,,"He regarded the young man as
feckless and irresponsible.
他认为这个年轻人不光无能 ，还不负责任。"
fecund,,"The pampas are still among the mos t fecund lands in the world.
南美大草原仍然是世界上最肥沃的土
地之一。"
feeble,,"The newborn baby gave a feeble
cry.
那个新生儿哭声很弱 。"
feign,,
feisty,,
felony,,"He pleaded guilty to six felonies.
他承认犯有 6 项重罪。"
feral,,
ferocious,,"The ferocious panther is chasing a rabbit.
那只凶猛的豹子正追赶一只兔子 。"
fertilize,,
fervent,,"The pros and cons of various
solutions to society’s problems generated fervent debate in my family.
对解决社会问题各种方法的支持与反
对经常引起家人热烈的争论 。"
fervid,,"He is a fervid orator.
他是个慷慨激昂的演说者 。"
fester,,"The chops will fester and go to wast
e.
猪排会腐烂，给糟蹋掉。"
fetid,,"The air of the room was fetid with
stale tobacco smoke.
房间里的空气有陈烟的臭味 。"
fetter,,"We reverence tradition but will not is
fetter by it.
我们尊敬传统,但不愿被它束缚。"
fiasco,,
fickle,versatile/volatile/flighty/erratic/capricous,"Online players are a fickle bunch wh o move to new games quickly.
在线玩家是一群易变的人 ，他们很快
就会转移到新游戏中 。"
fictitious,,"The persons and events portrayed in
this production are fictitious.
这部作品中描述的人物和事件均属虚构。"
fidelity,,"He believed in marital fidelity.
他认为婚内应该忠诚 。"
figment,,"The attack wasn't just a figment of m y imagination.
袭击可不是我凭空想象出来的 。"
figurative,symbolic,"The word here is used in its figurative sense.
此词在这儿取的是它的比喻意义 。"
filibuster,,
filter,,You might use a yellow filter to improve the clarity of a hazy horizon.可以使用黄色滤光器让模糊的视野更加清晰。
finale,,"The festival ended with a grand
finale in Hyde Park.
节日的压轴活动是在海德公园举行的
盛大演出。"
finesse,,"The chairman managed that
situation with great finesse.
主席应付那件事情很有手段 。"
finicky,,"Even the most finicky eater will find something appetizing here.
即使是最挑剔的食客在这里也会找到让人胃口大开的美食 。"
fitful,,"The government is making slow and fitful progress in these negotiations.
政府从这些谈判中正取得缓慢的 、间
断性的进展。"
flabby,,"This exercise helps to flatten a
flabby stomach.
这种锻炼能促使松弛的腹部变得平坦
。"
flaccid,,"I picked up her wrist. It was limp and
flaccid.
我抓起她绵软无力的手腕 。"
flag,,"Her confidence had never flagged.
她的信心从未减弱。"
flamboyant,showy,"Freddie Mercury was
a flamboyant star of the British hard rock scene.
弗雷迪·摩克瑞是英国硬摇滚乐界一颗
耀眼的明星。"
flatter,fawn,"Jamie was adroit at flattering others.
杰米很会拍马屁。"
flaw,,
fledgling,,"It turns out  to be a fledgling
mercenary to save them.
结果是一个新手雇佣兵去救他们 。"
fleet,,
fleeting,momentary,"Each moment in history is a fleeting t
ime, precious and unique.
历史上的每一刻都是飞逝的时光 ，珍
贵而独特。"
flexible,,
flinch,,"Murat had looked into the eyes of
the firing squad without flinching.
穆拉特毫不退缩地直视着执行枪决的行刑队员们的眼睛。"
flippancy,,
flirt,,
flit,,"Butterflies flitted from flower to flower.
蝴蝶在花丛中飞来飞去 。"
flock,,
florid,,"Her usually florid complexion
seemed drained of colour.
她通常红润的脸色看上去没有了血色"
flounder,,
flourish,,"Few businesses are flourishing in the present economic climate.
在目前的经济气候下 ，很少有企业兴旺发达。"
flout,spurn/defy/disregard,"No one can flout the law with impunit y.
任何人都不能不受惩罚地藐视法律 。"
fluent,,
fluky,,
flush,,"Lady Lysa's face
was flushed with fury.
莱莎夫人气得满脸通红 。"
fluster,,"She was put in a fluster by the
unexpected guests.
不速之客的到来弄得她很慌张 。"
foible,,"I shall never attempt to palliate my own foible by expose the error of another.
我从不想暴露别人的错误 ，以图减轻自己的缺点。"
foil,,
foment,,"The rebels know the truth and seek
to foment revolution.
那些叛乱者知道真相 ,并且想办法来挑起革命。"
foolproof,,
footloose,,
forage,,"Gregarious species forage in flocks from colonies or roosts.
群居动物从聚居地或栖息地成群结队
地外出觅食。"
forbearance,,
forebear,,"I'll come back to the land of my
forebears.
我将回到祖先的土地上 。"
forebode,,"The poor girl saw a cloud rising in
the horizon, which appeared to forebode a coming storm.
这位可怜的小女孩看见天上忽然上升起了一朵乌云，似乎预示一场暴风雨
即将来临。"
foreground,,"The play foregrounds the
relationship between father and daughter.
这部戏剧凸显了父女之间的关系 。"
foreshadow,,
forestall,staveoff/avert/prevent,"Try to anticipate what your child will do and forestall problems.
尽量预见你的孩子会干什么 ，并预先阻止问题发生。"
foreword,,
forfeit,,"If you cancel your flight, you will forfeit your deposit.
乘客取消航班订位，定金概不退还。"
forge,fabricate,"He's getting good at forging his mother's signature.
他把母亲的签名伪造得越来越惟妙惟肖了。"
formidable,daunting,"We have a formidable task ahead of us.
我们面临着一项艰巨的任务 。"
forsake,neglect,"To forsake good for the sake of gold is not for me.
我不干这种见利忘义的事 。"
forte,,
forthright,,"I admire her forthright way of dealing
with people.
我钦佩她那直率待人的方式 。"
fortify,,"The news merely fortified their
determination.
这消息只是增强了他们的决心 。"
foster,spur/adopt,"The club's aim is to foster better relations within the community.
俱乐部的宗旨是促进团体内部的关系
。"
founder,,"He was one of the founders of the university's medical faculty.
他是该大学医学院的创建人之一 。"
fracas,,
